,İlan No:,İlan Tarihi:,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,car_link:,price,boya_degisen,aciklama
30, 16566489   , 04 Şubat 2021   , Ford   , Focus   , 1.6 Collection   , 2006   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 166.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-collection/gb-motors-dan-ford-focus-1-6-collection-lpg-li/16566489,  77.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"DEĞİŞEN VE BOYALI PARÇALARI EXPER RAPORUNDA PAYLAŞILMIŞTIR



Aracımın muayenesini daha 15 gün önce yapılmıştır.



4 lastik sıfır ayarındadır,%85'DİR.



Kozmetik olarak temiz binilmiş olup,Motor olarak çok sağlıklıdır.



Exper raporu fotoğrafa eklenmiştir.



Km ORİJİNAL 160 BİNDEDİR.



PAZARLIK CÜZİDİR.


PLAKA DEĞİŞİKLİĞİ YAPILMIŞTIR.GUNCEL PLAKASİ:74 AAL 666 özel plakadir.
"
31, 16566488   , 04 Şubat 2021   , Hyundai   , i20   , 1.0 T-GDI Style   , 2020   , LPG & Benzin   , Otomatik   , 1200 cm3' e kadar   , 76 - 100 HP   , 0 km   ,https://www.arabam.com//ilan/galeriden-satilik-hyundai-i20-1-0-t-gdi-style/hibrit-hata-boya-tramer-yoktur/16566488,  215.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"Ekstralari mevcuttur.
Kaput filmi,Cam filmi,Seramik kaplamasi servisde yapılmıştır.
Lansman renktedir.
Yeni nesil motor'dur.
Piyasanın en ucuzu ve en uygunu dur pazarlık cuzidir
"
32, 16566267   , 04 Şubat 2021   , Ford   , Focus   , 1.6 TDCi Style   , 2015   , Dizel   , Düz   , 1560 cc   , 115 hp   , 136.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-tdci-style/cengiz-otomotiv-den-ford-focus-style-1-6-tdci-manuel/16566267,  165.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"araç muazzam temizlikte 
xenon far katlanır ayna 
sadece sağ ön çamurluk ve sağ ön kapı boya gerisi hatasız 
Tramer yok 
Alıcısına Hayırlı olsun 
"
33, 16544040   , 04 Şubat 2021   , Peugeot   , 208   , 1.2 PureTech Active   , 2017   , Benzin   , Yarı Otomatik   , 1199 cc   , 83 hp   , 25.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-peugeot-208-1-2-puretech-active/bilgin-otomotiv-den-208-otomatik-vites-active-25-000-km-boyasiz/16544040,  148.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,2017 MODEL PEUGEOT 208 1.2 PURETECH ACTIVE ETG5ORİJİNAL 25.000 KİLOMETREDEMOTORU YÜRÜYENİ VE ŞANZIMANI SORUNSUZBOYA YOKDEĞİŞEN YOKHASAR KAYDI YOKİSTENİLEN YERE GÖSTERİLEBİLİRBÜTÜN ARAÇLARIMIZ KİLOMETRE VE EKSPERTİZ GARANTİLİDİRKREDİ KARTI GEÇERLİDİRPAZAR GÜNLERİ AÇIĞIZDİĞER İLANLARIMIZI GÖRMEK İÇİN MAĞAZA SAYFAMIZI ZİYARET EDEBİLİRSİNİZhttps://www.arabam.com/galeri/bilgin-otomotiv-bursa/
34, 16544015   , 04 Şubat 2021   , Fiat   , Egea   , 1.6 Multijet Lounge Plus   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 87.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-fiat-egea-1-6-multijet-lounge-plus/bilgin-otomotiv-den-2016-egea-1-6-multijet-lounge-plus-87-000-km/16544015,  157.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,2016 MODEL FIAT EGEA 1.6 MULTIJET LOUNGE PLUS 120 HPORİJİNAL 87.000 KİLOMETREDEMOTORU YÜRÜYENİ VE ŞANZIMANI SORUNSUZSOL ÖN ÇAMURLUK-SOL İKİ KAPI-SAĞ ARKA ÇAMURLUK ÇİZİKLERDEN DOLAYI BOYALIDEĞİŞEN YOKHASAR KAYDI YOKİSTENİLEN YERE GÖSTERİLEBİLİRBÜTÜN ARAÇLARIMIZ KİLOMETRE VE EKSPERTİZ GARANTİLİDİRKREDİ KARTI GEÇERLİDİRPAZAR GÜNLERİ AÇIĞIZDİĞER İLANLARIMIZI GÖRMEK İÇİN MAĞAZA SAYFAMIZI ZİYARET EDEBİLİRSİNİZhttps://www.arabam.com/galeri/bilgin-otomotiv-bursa/
35, 16566491   , 04 Şubat 2021   , Renault   , Laguna   , 1.6 Privilege   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 115 hp   , 195.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-laguna-1-6-privilege/renault-laguna-16-wayf-degisensiz-konusan-paket-orijinal/16566491,  79.900 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"DEĞİŞEN YOKTUR.
KM ORİJİNALDİR.
GÜNEŞ YANIĞI YOKTUR.
BOYA PARÇALARI:SAĞ,SOL ARKA ÇAMURLUK
,SAG ON KAPİ ALTİ 
BOYALİ  LOKALDİR KOMPLE DEĞİLDİR
EXPERTİZ YAPILMIŞTIR.
YANİK, YIRTIK,YOKTUR
TRAMER SADECE 360 TL.
"
36, 16543776   , 04 Şubat 2021   , Seat   , Ibiza   , 1.2 TSI Style   , 2016   , Benzin   , Düz   , 1197 cc   , 90 hp   , 37.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-seat-ibiza-1-2-tsi-style/bilgin-otomotiv-den-2016-ibiza-1-2-tsi-style-37-000-km-boyasiz/16543776,  139.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,2016 MODEL SEAT IBIZA 1.2 TSI STYLEORİJİNAL 37.000 KİLOMETREDEMOTORU YÜRÜYENİ VE ŞANZIMANI SORUNSUZBOYA YOKDEĞİŞEN YOKHASAR KAYDI YOKİSTENİLEN YERE GÖSTERİLEBİLİRBÜTÜN ARAÇLARIMIZ KİLOMETRE VE EKSPERTİZ GARANTİLİDİRKREDİ KARTI GEÇERLİDİRPAZAR GÜNLERİ AÇIĞIZDİĞER İLANLARIMIZI GÖRMEK İÇİN MAĞAZA SAYFAMIZI ZİYARET EDEBİLİRSİNİZhttps://www.arabam.com/galeri/bilgin-otomotiv-bursa/
37, 16345842   , 04 Şubat 2021   , Volkswagen   , Jetta   , 1.2 TSi BlueMotion Comfortline   , 2015   , Benzin   , Düz   , 1197 cc   , 105 hp   , 41.500 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-jetta-1-2-tsi-bluemotion-comfortline/kusursuz-2015-vw-jetta-1-2-tsi-bmt-ilk-sahbnden-geri-gorus/16345842,  184.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"2015  VW YENİ JETTA​  COMFORTLINE1.2 TSİ 105 BG  BLUEMOTIONİLK SAHİBİNDEN ALINDIORJİNAL 41500 KM..TRAMER HASAR KAYDI YOKSOL ARKA ÇAMURLUK BİR KARIŞ LOKAL BOYALIHARİCİNDE BOYA YOK DEĞİŞME YOKHATASIZ KUSURSUZEXPERTİZ RAPORU RESİMLERDE VAR.START&STOPGERİ GÖRÜŞ KAMERAÖN, ARKA PARK SENSÖRÜFAR, YAĞMUR SENSÖRÜYARIM DERİ KOLTUKHIZ SABİTLEMELASTİK BASINÇYEDEK ANAHTARI VARTÜVTÜRK VİZE. 19/12/2022İLETİŞİM..  0 532 260 98 29  ALPASLAN LALANCI"
38, 16225319   , 04 Şubat 2021   , Renault   , Megane   , 1.5 dCi Touch   , 2016   , Dizel   , Düz   , 1461 cc   , 110 hp   , 65.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-megane-1-5-dci-touch/65-000-km-degisensiz-full-bakimli-renanult-megane-dizel/16225319,  173.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Boyanmış  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Boyanmış  Sağ Arka Kapı:  Boyanmış  Sağ Ön Kapı:  Boyanmış  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,ARACIMIZDA DEĞİŞEN PARÇA YOKTURYANLARDA 3 PARÇA LOKAL BOYA VARDIR. KAPUT VE TAVANDA VE BAGAJDA BOYA YOKTUR.DETAYLI BİLGİ İÇİN ULAŞABİLİRSİNİZ.
39, 16628692   , 04 Şubat 2021   , Ford   , Focus   , 1.6 Comfort   , 2005   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 293.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-comfort/acil-satilik-masrafsiz-aile-arabasi-guvenlik-paket/16628692,  65.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"GÜVENLIK PAKETLI
ABS LI
ARACIMIZIN 2. SAHİBİNDEN ALINMIŞTIR
KM ORJINAL
1 PARÇA SAĞ ÖN KAPİ BIREBIR ORJİNALI İLE DEĞİŞMİŞ
HARİCİ BEL ALTI 4 BUÇUK PARCA BOYA VAR
HASAR KAYDI 2.100 TL
MOTOR YÜRÜYEN ON NUMARA YAĞ YAKMA DUMAN ATMA KESİNLİKLE YOK
YÜRÜYENİNDE TIK SES YOK
MOTOR SAAT GİBİ
FREN BALATALARI YENI 
YAĞ VE FİLTRE BAKIMLARI YENİ YAPILDI 
İÇİ DIŞI TERTEMİZ
MASRAFSIZ SORUNSUZ AİLE ARABASI 
DETAYLI TEMİZLİĞİ VE PASTA CILASI TARAFIMIZCA YENİ YAPILMIŞTIR 
"
40, 16626600   , 04 Şubat 2021   , Volkswagen   , Golf   , 1.6 TDi BlueMotion Comfortline   , 2017   , Dizel   , Yarı Otomatik   , 1598 cc   , 115 hp   , 85.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/kusursuz-2017-yeni-golf-7-5-comfort-dizel-otomatik/16626600,  219.750 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"2017 VW GOLF COMFORTLİNEYENİ MAKYAJLI KASA GOLF 7.51.6 TDİ 115 BG BLUEMOTION7 İLERİ DSG F1 OTOMATİKKAZASI DEĞİŞENİ YOKTRAMER HASAR KAYDI YOKSOL ARKA ÇAMURLUK SÜRTMEDEN BOYALIHARİCİNDE BOYA YOKHATASIZ KUSURSUZİÇİ ,DIŞI TEMİZ KULLANILMIŞRESİMLERDE GÖRÜLDÜĞÜ GİBİTÜVTÜRK VİZE.. 19/09/2022PLAKA..  45 AFM 786İLETİŞİM..  0 532 260 98 29 ALPASLAN LALANCI  "
41, 16368408   , 04 Şubat 2021   , Fiat   , Palio   , 1.4 EL   , 1999   , LPG & Benzin   , Düz   , 1368 cc   , 77 hp   , 216.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-fiat-palio-1-4-el/fiat-palio-1-4-lpg-agir-bakimlari-yapildi/16368408,  38.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,ARACIMIZ 99 MODEL MASRAFSIZTÜM AĞIR BAKIMLARI YAPILDI
42, 16369732   , 04 Şubat 2021   , Mercedes - Benz   , A   , A 180 CDI BlueEFFICIENCY AMG   , 2014   , Dizel   , Yarı Otomatik   , 1461 cc   , 109 hp   , 111.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-mercedes-benz-a-180-cdi-blueefficiency-amg/cartown-2014-a180-amg-cam-tavan-led-far-diamond-panjr-gece-pkt/16369732,  258.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,C A R  T O W NMERCEDES A 180 AMG CDİModel Yılı : 2014Dış Renk: BEYAZİç Renk: SİYAH109 hpKilometre: 111' bin_________________________________________________TEKNİK BİLGİLERCAM TAVANÇARPIŞMA ÖNLEYİCİSTART STOP ASİSTANIAYNA ALTI AYDINLATMAANTRASİT TAVAN DÖŞEMESİADAPTİF Bİ-XENON FARLED STOPYAĞMUR SENSÖRÜFAR SENSÖRÜHIZ SABİTLEYİCİHIZ LİMİTÖRÜELEKTRİKLİ KATLANIR YAN AYNALARFAR YIKAMAHİLL HOLDER ( YOKUŞ KALKIŞ DESTEĞİ )ÇİFT BÖLGE TAM OTOMATİK KLİMAELEKTRİKLİ ISITMALI YAN AYNALARYORGUNLUK TESPİTİKARARTMALI DİKİZ AYNASIDERİ-NUBUK KOLTUKLARÖN-ARKA PARK SENSÖRÜGERİ GÖRÜŞ KAMERASIBLUETOOTH VE TELEFON BAĞLANTISIÇOK FONKSİYONLU DERİ DİREKSİYON_________________________________________________ARAÇ EXPERTİZ:2 PARÇA DEĞİŞEN (ÖN KAPUT-SAĞ ÖN ÇAMURLUK)İKİ PARÇA BOYA (ARKA İKİ KAPI)İKİ PARÇA LOKAL BOYA (ARKA İKİ ÇAMURLUK)14.000 TL HASAR KAYDI VARDIRARACIMIZ SERVİS BAKIMLIDIRYEDEK ANAHTARI MEVCUTTUR
43, 16099020   , 04 Şubat 2021   , Volkswagen   , Golf   , 1.2 TSi Comfortline   , 2015   , Benzin   , Yarı Otomatik   , 1197 cc   , 110 hp   , 55.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-golf-1-2-tsi-comfortline/cartown-2015-vw-golf1-2-tsi-dsg-comfortline-srskonforpaketi/16099020,  209.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,C A R  T O W NVOLKSWAGENGOLF 1.2 TSİ DSG COMFORTLİNEModel Yılı : 2015Dış Renk: GRİİç Renk: BEJ110 hpKilometre: 55' bin_________________________________________________TEKNİK BİLGİLERYORGUNLUK ALGILAMA SİSTEMİSTART&STOPCRUISE CONTROL(HIZ SABİTLEYİCİ)DİJİTAL ÇİFT YÖNLÜ KLİMAFONKSİYONEL SPOR DERİ DİREKSİYONF1 ŞANZIMANELEKTRİKLİ ISITMALI YAN AYNALARAUTO HOLDFAR SENSÖRÜYAĞMUR SENSÖRÜÖN-ARKA PARK MESAFE SENSÖRÜELEKTRONİK PARK FRENİVİRAJ AYDINLATMA SİSTEMİÖN-ARKA KOL DAYAMAÖN-ARKA SİS FARICD+SD-CARD+AUX BAĞLANTILARIBLUETOOTH TELEFON BAĞLANTISIOTOMATİK KARARAN DİKİZ AYNASI_________________________________________________ARAÇ EXPERTİZ:BOYASIZ1 PARÇA DEĞİŞEN (SOL ÖN ÇAMURLUK)HASAR KAYDI YOKTURARACIMIZ İLK SAHİBİNDEN OLUP FULL YETKİLİ SERVİS BAKIMLIDIRYEDEK ANAHTARI MEVCUTTUR
44, 13637942   , 04 Şubat 2021   , Hyundai   , Accent Era   , 1.4 Team   , 2009   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 125.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-hyundai-accent-era-1-4-team/altanlar-autodan-hyundai-accent-era-1-4-team-2009-model-yozgat/13637942,  105.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,Hyundai Accent Era 1.4 Team
45, 16666460   , 04 Şubat 2021   , Volkswagen   , Passat   , 1.6 TDi BlueMotion Impression   , 2018   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 106.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-impression/2018-model-vw-passat-impression-dsg/16666460,  300.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Boyanmış  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Boyanmış  Sol Ön Kapı:  Boyanmış  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Boyanmış  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş   Tramer tutarı yok   ,Araç Bilgileri______________________________VOLKSWAGEN PASSAT2018 MODEL Araç Donanımı______________________________START STOPGERİ GÖRÜŞ KAMERASI GENİŞ AÇIYENİ NESİL MULTİMEDYA EKRANAPP CONNECT7 İLERİ F1 VİTES PADDLE SHIFTELEKTRONİK PARK FRENİANAHTARSIZ ÇALIŞTIRMAAUTO HOLDYORGUNLUK ALGILAMA SİSTEMİÖN ARKA PARK SENSÖRÜYOL BİLGİSAYARILASTİNK BASINÇ KONTROLÜFONKSİYONEL DİREKSİYONELEKTRİKLİ ISITMALI AYNALARİMMOBİLİSERGÜNDÜZ FARLARI Araç Ekspertizi______________________________ TRAMER KAYDI BULUNMAMAKTADIR.   KREDİBİLİTENİZİ ETKİLEMEDEN 40 AYA KADAR GÜVENLİ VADELENDİRME  Araç Lokasyon Bilgisi______________________________ İSTANBUL
46, 15562339   , 04 Şubat 2021   , Renault   , Clio   , 1.4 Authentique   , 2004   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 295.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-clio-1-4-authentique/altanlar-autodan-renault-clio-1-4-authentique-2004-model-yozgat/15562339,  63.750 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,Renault Clio 1.4 Authentique
47, 15794147   , 04 Şubat 2021   , Opel   , Vectra   , 2.0 CDX   , 2000   , LPG & Benzin   , Düz   , 1998 cc   , 136 hp   , 310.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-opel-vectra-2-0-cdx/altanlar-autodan-opel-vectra-2-0-cdx-2000-model-yozgat/15794147,  56.750 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,Opel Vectra 2.0 CDX
48, 15685500   , 04 Şubat 2021   , Tofaş   , Şahin   , 1.4 ie   , 2001   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 37.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-tofas-sahin-1-4-ie/altanlar-autodan-tofas-sahin-1-4-ie-2001-model-yozgat/15685500,  24.900 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,Tofaş Şahin 1.4 ie
